S.,Aff. No.,Name of,Organization & address,Contact person/,Email Id/ Website,Project Details,,,,
,,"P.B. No.12, ",242989,FCRA,up to 12th standard by,,,,,
,,,,,"inclusive school,",,,,,
,,,,,,,46,,,
,,"Madhapar – 370020, ",,,,vocation training,,,,
,,Taluka Bhuj – Dist Kachchh,,,,"centre, medical and",,,,
,,,,,,economical,,,,
,,,,,,rehabilitation in our,,,,
,,,,,,"production unit, ",,,,
,,,,,,"Viklang Vidya Vihar,",,,,
,,,,,,"Binduben Kanya Kunj,",,,,
,,,,,,Industrial training,,,,
,,,,,,"centre, Brail Press ",,,,
18,436,Shri & Smt. C. S. Virani Deaf &,,9825318604 -,virani.dndschool@gmail.com,,,,,
,,"Dumb School, ",,"Hasubhai Joshi,",FCRA,,,,,
,,"Dhebar Road, Near",,9898296952 -,,School for Deaf &,,,,
,,"Swaminarayan Gurukul, ",,"Nishith Trivedi, ",,"Dumb, Madhyamik",,,,
,,Rajkot – 360002,,(O) 0281 – 2361638,,School,,,,
19,440,"Surat Manav Seva Sangh,",,Ramjibhai Chandak –,chhanyado@gmail.com, ,,,,
,,"New Civil Hospital Campus,",,"09825121677, ",FCRA,"MRI Centre,Dialysis",,,,
,,"Majura Gate, ",,(O)0261 – 2244394,,"centre,Path lab,",,,,
,,Surat – 395001,,,,Medical store –,,,,
,,,,,,discounted medicines,,,,
,,,,,,"30%, Provision of",,,,
,,,,,,special food for ladies,,,,
,,,,,,during and after,,,,
,,,,,,"delivery,- for Vanavasi",,,,
,,,,,,ladies,,,,
20,437,Madhav Shikshan Ane,Sewa,Nitaben Jivani –,"sarasvatimvmm@gmail.com,",,,,,
,,"Pratisthan, Morbi ",,"07567545345, ",jayantibhairajkotiya@yahoo.in,,,,,
,,Saraswati Prathmik,Vidya,"(O) 02822-223351,",,Sri Saraswati,,,,
,,"Mandir – Krishan Nagar, ",,9825334434,,Madhyamik,,,,
,,"Near New Bus Stand, ",,,,Vidyamandir,,,,
,,Morbi – 363641,,,,,,,,
21,443,Dr. Hedgewar Smarak Samiti –,,Narendrabhai Dave -,-,,,,,
,,"Rajkot,Dr. Hedgewar Bhawan, 7,",,9427206797,,,,,,
,,"Rajputpura, ",,,,,,,,
,,,,,,No detail,,,,
,,,,,,,47,,,
,,Rajkot - 360001,,,,,,,,
22,486,Deen Dayal Samutkarsh,Chetna N. Raval –,"dssgujrat@gmail.com, ",,,,,,
,,"Sansthan, Gujarat ","9427614259, ",chetnayagnik2013@gmail.com,,,,,,
,,"Opp. Niranjan Society, ",(O) 079 – 27461855,,No detail,,,,,
,,"Gurukul Road, Mem Nagar, ",,,,,,,,
,,Ahemdabad – 380052,,,,,,,,
23,490,Vandemataram Education &,Vinodbhai Pedhadiya-,"pedhadiyadhairya@gmail.com,",,,,,,
,,"Seva Trust, ","9426844074, ",vinodpedhadiya@gmail.com,,,,,,
,,"“Chanakya Vidhalay”, ","(O)02990 - 2002268,",,School,,,,,
,," 9, Brahamaniya Para, ",3206820,,,,,,,
,,"Cross Road, Govindbagh,",,,,,,,,
,,"Vegetables Market, ",,,,,,,,
,,"Bedi Para, Rajkot – 360003 ",,,,,,,,
24,501,"Sargam Club, ",Gunvant Bhai -,"gunvant@sargamclub.com,",,,,,,
,,"Coins Corners 3rd Floor,","9824040889, ",www.sargamclub.com,Health care,,,,,
,,"Dr.Yagnik Road, ",(O) 0281 – 2464791,,"centre, computer",,,,,
,,Rajkot – 360001,,,science-diplomas,,,,,
25,502,Rashtriya Shikshan Seva,Ramnik Bhai -,rssphalvad@gmail.com,,,,,,
,,"Pratisthan, ","0982549205, ",,,,,,,
,,"Gurukul Seva Parisar, ",(O) 08264660630,,No detail,,,,,
,,"Sara Road, At Halvad, ",,,,,,,,
,,Surendra Nagar – 363330,,,,,,,,
26,503,Shree Udhghosh Krantiveer,Vinodbhai Pedhadiya-,omniforg@gmail.com,,,,,,
,,"Smruti Sanstha Rajkot, ","9426844074, ",,,,,,,
,,"c/o. Dr. Kalyan Sinh Rathore,","(O)09427223171,",,Library,,,,,
,,"opp. Parishram Plaza, Mangla",9426844074,,,,,,,
,,"Road, Rajkot – 360001 ",,,,,,,,
27,504,"Shri Jan Kalyan Trust Rajkot, ",V.S. Dangar –,-,,,,,,
,,"Balaji Developers, opp. Prashant","9510777007, ",, ◆,,,,,
,,"Casting Maudi main Road, ",(O)09375905959,,No detail,,,,,
,,"Near Mahakali Mandir, ",,,,,,,,
,,Rajkot – 360004,,,,,,,,
,,,,,,48,,,,
28,505,"Jagrut Mahila Sanghthan, ",Asha Dalal -,jagrutmahila@yahoo.co.in,,,,,,
,,"Opp. Grid, Lambhvel Road, ","9825571805, ",, ◆,,,,,
,,Anand– 388001,"(O) 02692 – 243218,",,"SHG, Family",,,,,
,,,"235055, 243219,",,"counselling, ",,,,,
,,,9825571805,,helpline for women,,,,,
29,506,Blind People’s Association,Dr.Bhushan Punani-,"blinabad1@bsnl.in, ",,,,,,
,,"(India), ","09327547212, ",www.bpaindia.org,,,,,,
,,"Dr Jagdish Patel Chowk, ","(O) 079 – 26304070,",FCRA,"Blind school,",,,,,
,,"132, Ft Ring Road, ",26305082,,"Vocational,rehabilitati",,,,,
,,,,,"on, training ",,,,,
,,"Vastrapur, ",,,,,,,,
,,Ahmedabad- 380015,,,,,,,,
30,507,"Shree Ram Krishna Trust, ",Manoj P Solanki -,sriram_group@yahoo.co.in,,,,,,
,,"Near Thuker Mandir, Junavas,","9825428100, ",,,,,,,
,,"Madhapar, Bhuj, ",(O) 02832 – 290882,,No detail,,,,,
,,Kutch - 370020,,,,,,,,
31,508,"Samarpan Charitable Trust, ",Mukesh Bhushan,samarpanhospital@yahoo.com,,,,,,
,,"Ist Floor, Shreenathji Market,",Shreevastav -,,,,,,,
,,"Chur Chowk, ","9879908478, ",,Samarpan Hospital,,,,,
,,"Keshod – 362220, ",(O) 02871-231500,,Samarpan medical,,,,,
,,Junagarh Dist,,,store,,,,,
32,509,"Rista Foundation, ",Anil Satpathy -,"anilsatapathy@rediffmail.com, ",,,,,,
,,"A – 36, Laxmi Kunj Society, ","9099920064, ","anilsatapathy9@gmail.com,",◆,,,,,
,,"New Aiyappa Temple, ",(O) 09099920064,49ahesh.tipre@gmail.com,Medicinal Plant,,,,,
,,"New Sama Road, ",,,,,,,,
,,Vadodra – 390024,,,,,,,,
33,510,"Dhanvantari Trust, ",Dr. K.M. Vaidya -,dhanvantarytrust@yahoo.com,,,,,,
,,"Mograwadi, ","09426808560, ",FCRA,◆,,,,,
,,"Vansda, ","(O) 02630 – 223295,",,"SHG, Sonali Apurva",,,,,
,,Dist Valsad - 396580,223679,,"Dignostic centre, Sant",,,,,
,,,,,Shri Ramhhoddasji,,,,,
,,,,,"Hospital, Community",,,,,
,,,,,health work,,,,,
34,511,"Shakti Pratishthan, ",Arvind J Gopal -,-,,,,,,
,,,,,,49,,,,
,,"B -3/4, Devdatt Apartment, ","9898089798, ",,◆,,,,,
,,"Near Kiran Park, Navavadaj,","(O) 09998098980, ",,No detail,,,,,
,,Ahmedabad – 380013,079 – 27559798,,,,,,,
35,512,"Akota Udhyan Parivar Trust, ",Sureshbhai Joshi -,"akotaudhyanparivartrust@gmail.com,",,,,,,
,,"GF – 22, Classic Residency","9427837533, ",spjoshi1950@yahoo.co.in,,,,,,
,,"Complex, ",(O)09427837533,,No detail,,,,,
,,"Near Akota Garden, ",,,,,,,,
,,"Char Rasta, Akota – 390020,",,,,,,,,
,,Vadodara - Dist,,,,,,,,
36,553,"Sahkar Sewa Sansthan, ",Kalpakbhai Maniar –,"sahakarsevasansthan@gmail.com,",,,,,,
,,"303, Rajakan Apartment, ","9428211111, ",www.sahakarsevasansthan.com,,,,,,
,,"15, Panchnath Plot Corner, ","(O) 0281-2221030,",,SHG & Micro finance,,,,,
,,"Sadar Bazaar, Rajkot –360005 ",9428211111,,,,,,,
37,584,"Madhav Smarak Samiti, ",Rakesh V Sheth -,rakesh.sheth73@gmail.com,,,,,,
,,"Madhav Smruti, Near Noble","09825292031, ",,,,,,,
,,"School, Behind Bus Station,",(O) 09825292031,,Dr Hedgewar,,,,,
,,Junagarh – 363001,,,Saraswati Vidya,,,,,
,,,,,Mandir,,,,,
38,596,Banaskantha Dr. Hedgewar,Pratapbhai Thakkar -,-,,,,,,
,,"Janma Shatabdi Sewa Samiti, ","09426024421, ",,,,,,,
,,"R.S.S. office, Keshav Kunj,",(O) 02742257295,,No detail,,,,,
,,"Brahamanvas, Vivek Flats, Near",,,,,,,,
,,"Civil Hospital, Palanpur Dist",,,,,,,,
,,Banaskantha -385001,,,,,,,,
39,597,Uttar Gujarat Dr. Hedgewar,Sheilesh Thakkar -,-,,,,,,
,,"Janma Shatabdi Sewa Samiti, ","9427377383, ",,,,,,,
,,"Kashinath Bhawan, Ambavadi, ",(O) 02762251897,,No detail,,,,,
,,Mehsana – 384002,,,,,,,,
40,598,"Dr. Hedgewar Sewa Samiti, ",Parimal D Pathak-,parimalpathak1958@gmail.com,,,,,,
,,"C/o. Parimal D. Pathak, ","9426595001, ",,,,,,,
,,"D/6, Anand Nagar, ",(O) 09426595001,,No detail,,,,,
,,"Near Science College, ",,,,,,,,
,,Godhra – PMS – 389001,,,,,,,,
,,,,,,50,,,,
41,599,"Banas Jankalyan Trust, ",,Ramanbhai M Patel,banusjkt1008@rediffmail.com,,,,,
,,"Opp. Railway Fatak, ",,"-02742-232174, ",,,,,,
,,"At & Post Amirgadh, ",,"(O) 09426428690, ",,No detail,,,,
,,Banaskantha – 385130,,02742 – 232174,,,,,,
42,600,"Samarpan Charitable Trust, ",,Nalin K Tanna –,"info@dikranughar.org, ",,,,,
,,"304/305, Gururaxa Complex,",,"9825765055, ",www.dikranughar.org,,,,,
,,"Near Bharat Travels, ",,(O)9428233796,,Old age home,,,,
,,"Tagore Road, ",,,,,,,,
,,Rajkot – 360001,,,,,,,,
43,601,Sri Sorathiya Prajapati Gnati Shri,,Narsinhbhai K,"shreebaiashram@yahoo.co.in, ",,,,,
,,"Bai Ashram, ",,Chundegra –,www.shreebaiashram.org,,,,,
,,"Talala (Gir) Hiran Nadi Kanthe, ",,"9426412372, ",,"Annadan,Mass",,,,
,,Dist,"Junagarh, ",(O) 02877 – 222372,,"marriage, Goshala,",,,,
,,Girsomanath – 362150,,,,Hostel,,,,
44,602,Shri Devdaya Education &,,Arvind P Mandvia –,shreedevdaya@gmail.com,,,,,
,,"Charitable Trust, ",,"9879581255, ",, ◆,,,,
,,"Via Bhutkotda, ",,"(O) 09879581255,",,"Goshala,",Shree,,,
,,"Tankara Taluka, ",,2822281255,,Popatbhai Bhimjibhai,,,,
,,Dist Morbi – 363650,,,,Mandaviya Hospital,,,,
45,603,Shree Ramgar Bapu Gau Seva,,Paresh Togadiya –,www.ramgarbapugausevatrust.com,,,,,
,,"Trust, At Sandhavaya, ",,"9913297413, ",,,,,,
,,Rajkot – 360399,,(O)9913297413,,Goshala,,,,
46,604,"Jala ram Satsang Mandal Trust, ",,Ramesh Bhai L Ratan -,-,,,,,
,,"Jala Ram Mandir Ambawadi, ",,"09879557300, ",,,,,,
,,"Keshod – 362220, ",,(O) 02871 – 231077,,No detail,,,,
,,Junagarh - Dist,,,,,,,,
47,605,"Manav Kalyan Charitable Trust, ",,Dabhi Kantibhai K -,d.d.dewanee@gmail.com,,,,,
,,"c/o. D.D. Devani, Panjarapol, ",,"9879245735, ",,,,,,
,,"At Keshod – 362220, ",,(O) 02871 – 236663,,No detail,,,,
,,Dist – Junagarh,,,,,,,,
48,606,Sri Zinzuvada Kelavani Mandal,,Manha Sinh Zala -,manhasinhzala61@gmail.com,,,,,
,,"Trust, ",,"9428291080, ",,,,,,
,,,,,,No detail,,,,
,,,,,,,51,,,
,,"At Zinzuwada Patdi Tq, ",,(O)9428291080,,,,,,
,,Dist Surendra Nagar – 382755,,,,,,,,
49,607,N.M. Sadguru Water &,,Kanhaiya Chowdhury,"nmsadguru@yahoo.com,nmsadguru@",,,,,
,,"Development Foundation, ",,"– 09427489326, ","gmail.com,chy.kanhaiya@gmail.com ",Water shed,,,,
,,"P.B. No.71, ",,"(O)02673 – 238601,",FCRA,development,,,,
,,"Dist Dahod – 389151, Gujrat ",,"238602, 238603 ",,"Training, Seed",,,,
,,,,,,"management , etc ",,,,
50,608,Sri Vachchharaj Dada Jivdaya,,Raghubhai Zulla -,arsavani9@gmail.com,,,,,
,,"Gau Seva Trust, ",,"9925013909, ",,,,,,
,,"Vachchharaj Bet, Rann of Kutch,",,(O) 09925037333,,Goshala,,,,
,,"Post Zinjuvada, ",,,,,,,,
,,Dist Surendra Nagar – 382755,,,,,,,,
51,609,Shri Sharadamani Mahila,,Nayanaben Vayar -,lbskv1970@gmail.com,,,,,
,,"Mandal, ",,"9427917606, ",,◆,,,,
,,"Siddi – 3, Alka Society, ",,(O) 09099239102,,No detail,,,,
,,Mavdi,"Road, ",,,,,,,
,,Rajkot - 360004,,,,,,,,
52,610,Shri Pujit Rupani Memorial,,Pravinbhai R. Rupani-,"pujitrupani@gmail.com, ",,,,,
,,"Trust, Rajkot ",,"0281 – 2574897, ",www.childlineindia.org.in,◆,,,,
,,"Killol, Mayur Nagar-1, opp.East",,"(O) 0281 – 2704545,",,"Medical centre, ",,,,
,,"Rajkot Municipal Corporation,",,2701098,,Street Children,,,,
,,"Bhav Nagar Road, Rajkot - ",,,,"rehabilitation, Rag",,,,
,,360003,,,,picking women,,,,
,,,,,,rehabilitation,,,,
53,611,Shri Arvind Bhai Maniar,,Girirajsinh Jadeja -,"amjktrust@gmail.com,",,,,,
,,"Jankalyan Trust, ",,"9825996370, ",girirajsinhjadeja11@gmail.com,,,,,
,,"“Abhay Nivas”, ",,"(O) 0281-2445700,",,No detail,,,,
,,"14, Panchnath Plot, ",,2445800,,,,,,
,,Rajkot – 360001,,,,,,,,
54,612,"Madhav Smriti Nyas, ",,Girish Patel-,girish8251@rediffmail.com,,,,,
,,"Madhav Sadan, ",,"09427614011, ",,,,,,
,,"30, Kalyan Baug Society, ",,"(O)09427614011, ",,No detail,,,,
,,"Baliakaka Marg, Kankaria, ",,079-25322255,,,,,,
,,,,,,,52,,,
,,Ahmedabad – 380028,,,,,,,,
55,613,"Dr. Hedgewar Smarak Samiti,",Girish Patel -,girish8251@rediffmail.com,,,,,,
,,Gujarat,"09427614011, ",,,,,,,
,,"Dr.Hedgewar Bhawan, ","(O)09427614011, ",,No detail,,,,,
,,"Baliya Kaka Marg, Kankaria,",079 – 25322255,,,,,,,
,,Ahmedabad – 380028,,,,,,,,
56,614,"Shree Bolbala Charitable Trust, ",Jayesh Upadhyay -,"bolbalatrust.org@gmail.com,info@bol",,,,,,
,,"Bolbala Seva Sankul, ","9374103523, ","balatrust.com, www.bolbalatrust.com ",◆,,,,,
,,"3, Millpara, Main Road, Rajkot - ",(O)9374103523,,"Animal Care,",,,,,
,,360001,,,Annadanam,,,,,
57,640,Dr.Hedgewar Janma Shatabdi,Rakesh V. Sheth -,rakesh.sheth73@gmail.com,,,,,,
,,"Seva Samiti, Junagadh, ","9825292031, ",,,,,,,
,,"“Madhav Smruti”, ",(O) 9825292031,,No detail,,,,,
,,"Near Noble School, ",,,,,,,,
,,"Behind Bus Station, ",,,,,,,,
,,Junagadh – 362001,,,,,,,,
58,714,Sattva Foundation,Prafulbhai H Dodiya –,vinodlathiya@rediffmail.com,,,,,,
,,"“Sattva”, ","08758791627, ",,,,,,,
,,"145, Royal Pushpa Park, ",(O)09426203500,,No detail,,,,,
,,"80 Ft Road, ",,,,,,,,
,,"Aerodrome Road, ",,,,,,,,
,,Jamnagar – 361006,,,,,,,,
59,715,"Swadhyaya Mandal, ",Rajesh Rana –,"rajeshranapardi@gmail.com, ",,,,,,
,,"Pt Satwalekar Marg, ","09981858787, ",www.swadhyaymandal.org,,,,,,
,,"N.H. No - 8, Killa Pardi ","(O) 0260 - 2373346,",,No detail,,,,,
,,Dist Valsad – 396125,2375888,,,,,,,
60,716,Shree Agasimata Charitable,,jayagasima@yahoo.com,,,,,,
,,"Trust, ",,FCRA,,,,,,
,,"Sri Agasimata Temple, ",,,Hospital,,,,,
,,"At & Po – Tran Vadla, ",,,,,,,,
,,"Dhuliya Road, Bardoli, ",,,,,,,,
,,Dist Surat – 394601,,,,,,,,
,,,,,,53,,,,
61,717,Damini Women’s Foundation –,Priti Mishra –,daminiwomensfoundation@gmail.com,,,,,,
,,"Daman, Sarvodaya Society, ","09824085833, ",", www.daminiwomensfoundation.org ",◆,,,,,
,,"Near Jalaram Temple, ",(O) 09825159372,,No detail,,,,,
,,"Tin Batti, Nani Daman – 396210,",,,,,,,,
,,Dist Daman,,,,,,,,
62,718,Shree Anandabawa Seva,Jayantilal Chunnilal,"info@anandabawa.org, ",,,,,,
,,"Sanstha, ",Adalja –,www.anandabawa.org,,,,,,
,,"Gopal Bhawan, ","09824045555, ",,No detail,,,,,
,,"Anand Marg, Limda Lane, ","(O) 0288-2540155, ",,,,,,,
,,Jamnagar-361001,"2678829,",,,,,,,
,,,9824045555,,,,,,,
63,719,"Seva Charitable Trust , ",Kulin Pradhan -,??,,,,,,
,,c/o. Siddharth Amarsinh,"09824115322, ",advpradhankulin@yahoo.com,,,,,,
,,"Chaudhary Cinema Road, Above",(O)09824115322,,No detail,,,,,
,,"Anand Printing Press, Post Vyara",,,???,,,,,
,,"– 394650, Dist Tapi ",,,,,,,,
64,720,Shri Limda Ganesh Mandal,Dharmesh Bundela-,-,,,,,,
,,"Charitable Trust, ","9825477426, ",,,,,,,
,,"Ritu Raj Society, ","(O)02626 – 221550,",,SHG,,,,,
,,"Station Road Vyara, ",9824115322,,,,,,,
,,Dist Tapi – 394650,,,,,,,,
65,721,“Vatsalyadham” Shri Shantaben,Sunilbhai Prujiya -,parajiyasunil@gmail.com,,,,,,
,,"Haribhai Gajera Trust, ","09727743487, ",,,,,,,
,,"Near Deenbandhu Hospital, ","(O)02621 - 321222,",,Vatsalya Dham,,,,,
,,"At & Po Kholwad, Tah Kamrej,",9727743487,,Balasadan,,,,,
,,Surat Dist - 394190,,,,,,,,
66,722,Dr. Hedgewar Seva Samiti Bhav,Ashwinbhai Laljibhai,ap_patel123@rediffmail.com,,,,,,
,,"Nagar , ","Patel – 09725054990, ",,,,,,,
,,"c/o. Shantilal B Chauhan, ","(O) 09428109165,",,No detail,,,,,
,,"Plot No. 2520/E, Sita Ram",9725054990,,,,,,,
,,"Tenament, Shikshak Society,",,,,,,,,
,,"Bharat Nagar Road, ",,,,,,,,
,,Dist Bhav Nagar – 364002,,,,,,,,
,,,,,,54,,,,
67,723,"Shiv Ganga Animal Helpline, ",Bharat B Acharya -,"animalhelplinemsm@yahoo.com, ",,,,,,
,,"Samarpan Shopping Centre, ","09427372320, ",www.shivgangaanimalhelpline.com,,,,,,
,,"Near Shilpa Garage, Highway, ","(O) 02762 - 232444,",,,,,,,
,,Mehsana - 384002,9427372320,,Animal helpline,,,,,
68,724,"Arpan Foundation, ",PT Goswami –,"naginjagada@gmail.com,",,,,,,
,,"284, Anand Nagar Colony, ","09426216357, ",goswamiprafulgirit@gmail.com,,,,,,
,,"c/o. Om Vidyalaya, ","(O) 0281-2376360, ",,No detail,,,,,
,,Rajkot – 360002,9426216357,,,,,,,
69,726,"Lok Drashti Charitable Trust, ",Dineshbhai Patel –,dr.prafullshiroya@yahoo.in,,,,,,
,,"A – 26, Rangavdhut Soc","9824146308, ",,,,,,,
,,"Matawadi, ",(O) 09825034591,,No detail,,,,,
,,"L.H. Road, Varachha, ",,,,,,,,
,,Surat – 365008,,,,,,,,
70,727,Dr. Hedgewar Janma Shatabdi,Rajendra Shah –,sevavibhagguj@yahoo.com,,,,,,
,,"Seva Samiti, ","09427614033, ",,,,,,,
,,"7, Seva Bhavan, ","(O) 07925328400,",,No detail,,,,,
,,"Jolly Park Society, ",9427614033,,,,,,,
,,"Near Shryeas Stores, ",,,,,,,,
,,"Kankaria,",,,,,,,,
,,Ahmedabad – 380021,,,,,,,,
71,741,"Swashray Trust, ",Vinit K Jain –,"swashray.org@gmail.com,",,,,,,
,,"216, Daulatganj, ","9426327499, ",bhadra151@gmail.com,,,,,,
,,"Near Dabagar Wad cross Road,","(O) 02673 – 245777,",,No detail,,,,,
,,Dahod - 389151,9426327499,,,,,,,
72,742,Shri Laxmanrao Inamdar Smruti,Arvindbhai R Parikh-,hihindocha@yahoo.co.in,,,,,,
,,"Samiti, ","9824175755, ",,,,,,,
,,"c/o. Hasmukh I Hindocha, ","(O) 0288 – 2557978,",,No detail,,,,,
,,"214, Indraprasth Complex,",9427444284,,,,,,,
,,"Pancheshwar Tower Road,",,,,,,,,
,,Jamnagar-361001,,,,,,,,
73,743,Shree Maruti Gramya Vikas,Dilipsinh Chauhan -,kamdhenupariser@yahoo.in,,,,,,
,,"Trust, ","9099346384, ",,,,,,,
,,"222, Laxmi Nagar, ","(O) 02673 – 220593,",,SHG,,,,,
,,,,,,55,,,,
,,Dahod - 389151,9099346384,,,,,,,
74,744,"Shri Kutch Kala Seva Trust, ",Jadavji Gorsia -,jadavji@vgcpl.com,,,,,,
,,"303, Purshottam Apartment, 3rd ","9825339319, ",,,,,,,
,,"Floor, Bhanushali Nagar, Bhuj - ",(O) 9825339319,,No detail,,,,,
,,370001,,,,,,,,
75,754,"Dang Vikas Parishad, ",Dasharath Pawar –,dvparishad2012@gmail.com,,,,,,
,,"c/o. Desai Pinal Thakorbhai,",(O) 9427828609,,,,,,,
,,"Laxmi Narayan Street,",,,No detail,,,,,
,,"Madanwad, Kamla Nehru Road,",,,,,,,,
,,"Valsad, Gujarat-396001 ",,,,,,,,
76,757,"Manovikas Charitable Trust, ",Dr Mohan Deo –,"mohanbdeo59@gmail.com,",,,,,,
,,"Post Karaya, ","9825138201, ","mohanbdeo@gmail.com, ",,,,,,
,,"Near Primary School,",(O)9825138201,www.manovikasgujrat.org,No detail,,,,,
,,"Degam, Dist Valsad – 396191 ",9825136201,,,,,,,
77,789,"Maitreyee Education Trust, ",Jyoti Pandalik –,seema_mohile@yahoo.com,,,,,,
,,"102, Shailja Complex. No.2, ","09909914495, ",,,,,,,
,,"Sunfarma, Near R &D Centre, ","(O)9925138033, ",,SHG,,,,,
,,"Akota Road, ",0265 – 2312754,,,,,,,
,,Vadodara - 390020,,,,,,,,
78,801,Su – Samaj Kalyankari Sevabhavi,Yogesh V. Patil –,yogeshpatil95@hotmail.com,,,,,,
,,"Trust, ","09924949383, ",,,,,,,
,,"Plot No.377, ",(O) 09824768962,,Health & education,,,,,
,,"Mahadev Nagar -1, ",,,,,,,,
,,"Near Saibaba Mandir, ",,,,,,,,
,,Dindoli Dist – Surat– 394210,,,,,,,,
79,804,Shree Lathesa Sardar Charitable,Rahul Modi –,sewalss@india.com,,,,,,
,,"Trust, ",9409413108,,,,,,,
,,"A-5, Mahavir Smruti,",,,"Health,",,,,,
,,"Parshwanath Township – 9, ",,,Self,Help Group,,,,
,,"Shivji Chowk Road, ",,,,,,,,
,,"Nava Naroda, ",,,,,,,,
,,Ahmedabad - 382346,,,,,,,,
,,,,,,,56,,,
80,813,"Amrut Charitable Trust, ",,Akshaya Kumar,akshayathakkar2020@gmail.com,,,,,
,,"15, Sita Ram Parivar,",,Thakkar -,,,,,,
,,"Siddharthpark Society, ",,"09825063602, ",,"Health, Education,",,,,
,,"old Ravalwadi, Bhuj, ",,9427818123,,"Social, Self Help",,,,
,,,,,,Group,,,,
,,Dist Kutch - 370001,,,,,,,,
81,814,Nation First Foundation,,Hitesh Pandya -,hitesh.j.pandya@gmail.com,,,,,
,,"(NFF),“Haash”, ",,"09978406015, ",,,,,,
,,"256/1,","G/1, Sector – 19, ",9978407170,,Patriotism,,,,
,,Gandhinagar – 382019,,,,,,,,
82,815,Indian Lions (Life Improvement,,Akshay Thakkar -,akshayathakkar2020@gmail.com,,,,,
,,Organisation & National,,9825063602,,,,,,
,,"Services), ",,,,"Social harmony,",,,,
,,"726/B,","Sector – 8,",,,"education, Health ",,,,
,,"B/H, Gandhinagar Samachar, ",,,,,,,,
,,Gandhinagar – 382008,,,,,,,,
83,816,Veer Educational & Charitable,,Nishith Trivedi-,bjpnishith.trivedi@gmail.com,,,,,
,,"Trust, ",,"09898296952, ",,,,,,
,,"First Floor, Maruti Aptt, ",,0281-2450175,,Coaching Center,for,,,
,,"Bh Dhareshwar Dairy Farm,",,,,"higher studies students,",,,,
,,"Kotecha Chowk, Kalawad Road,",,,,Counselling centre for,,,,
,,Rajkot– 360007,,,,"job seekers , Financial",,,,
,,,,,,assistance to poor,,,,
,,,,,,students,,,,
84,835,"Shree Go Seva Samiti, ",,Kailash Agrawal –,gausevasamitisurat@gmail.com,,,,,
,,"538, Golden Plaza, Near Kinnary",,"09374073208, ",,,,,,
,,"Cinema, ",,(O) 0261-3925082,,Gaushala,,,,
,,"Ring Road, ",,,,,,,,
,,Surat,-395002,,,,,,,
85,889,"Shree Sainath Charitable Trust,",,9825844554,shreesainathdialysiscenter@gmail.com,,,,,
,,"Shri Sainath Dialysis Centre,",,,",nitin.shah419@gmail.com,",,,,,
,,"Near S.T. Depot, Dharampur - ",,,www.shreesainathdialysiscenter.org,Shree Sainath,,,,
,,"396050, ",,,,Dialysis Center,,,,
,,Dist Valsad,,,,,,,,
,,,,,,,57,,,
86,928,Chaudhary Kalabhai Kheta Bhai,L.K.Patel-,laljibhaipatel5@gmail.com,,,,,,
,,Bhedaru(Bhagat) Chariatable,9428136391,,,,,,,
,,Trust,8469798179,,,,,,,
,,"Marketyard ,Post-Lakhani ",,,,,,,,
,,Dist-Banaskantha-385547,,,,,,,,
87,929,Pachhat Varg Vikas Mandal,Talapada babubhai-,pvvm1958@rediffmail.com,,,,,,
,,"Malav Bhagol, At&Post-Petlad,",8469900672,,,,,,,
,,Dist- Anand-388450,,,,,,,,
88,937,Shram Jivi Kalyan Trust,Dr.Aniruddhsinh M.S,amsolanki64@yahoo.com,,,,,,
,,"206,Meghani Tower,2nd ",olanki,,,,,,,
